C_V,best_n_M,best_n_V,best_p_M,best_p_V,best_r_M,best_r_V,best_R_MV,best_R_V_subscriber,best_R_V_retained,best_R_industry_net,best_residual_inf,best_method
18.0,199.0,1379.0,100.3044028237703,3.1003601385820985,493.4673366834171,1.305293691080493,23308.43312992453,4275.396631104713,927.5396631104713,24235.972793035005,4.547473508864641e-13,default:least_squares
19.0,199.0,1404.0,99.7829945815725,3.135742345388159,492.964824120603,1.3532763532763532,23319.139949365403,4402.582252924975,940.2582252924976,24259.3981746579,4.547473508864641e-13,default:least_squares
20.0,199.0,1427.0,99.27701987446453,3.1707298792384386,492.46231155778895,1.401541695865452,23328.295338924367,4524.631537673252,952.4631537673251,24280.758492691693,2.842170943040401e-14,default:least_squares
21.0,199.0,1449.0,98.7920877656586,3.203474297327863,491.9597989949749,1.4492753623188406,23337.27629651133,4641.834256828074,964.1834256828074,24301.459722194137,1.1368683772161603e-13,default:least_squares
22.0,199.0,1470.0,98.32562922872566,3.2343145205722474,491.4572864321608,1.4965986394557822,23345.79832723349,4754.442345241204,975.4442345241205,24321.242561757612,2.2737367544323206e-13,default:least_squares
23.0,199.0,1489.0,97.86757750799613,3.265749214617339,490.95477386934675,1.544660846205507,23352.078446599928,4862.700580565218,986.2700580565217,24338.34850465645,2.842170943040401e-14,default:least_squares
24.0,199.0,1507.0,97.42415231934375,3.295836737554937,490.45226130653265,1.59256801592568,23357.54967869517,4966.82596349529,996.682596349529,24354.2322750447,2.842170943040401e-14,default:least_squares
25.0,199.0,1524.0,96.99369182853759,3.324819831479873,489.9497487437186,1.6404199475065617,23362.067554736775,5067.025423175327,1006.7025423175328,24368.77009705431,4.547473508864641e-13,default:least_squares
26.0,199.0,1540.0,96.57474411460691,3.3529159379652262,489.4472361809045,1.6883116883116882,23365.51556882658,5163.490544466448,1016.3490544466448,24381.864623273224,8.631104719825089e-10,default:root.hybr
27.0,199.0,1554.0,96.15856271914957,3.3825002510964004,488.94472361809045,1.7374517374517373,23366.318832294193,5256.405390203806,1025.6405390203806,24391.959371314573,2.2737367544323206e-13,default:least_squares
28.0,199.0,1568.0,95.75905357919224,3.4093998898442677,488.4422110552764,1.7857142857142858,23367.396786807487,5345.939027275812,1034.5939027275813,24401.990689535065,2.2737367544323206e-13,default:least_squares
29.0,199.0,1581.0,95.3676490255606,3.4359556314315736,487.9396984924623,1.8342820999367488,23367.18342405054,5432.245853293318,1043.2245853293318,24410.408009379877,2.2737367544323206e-13,default:least_squares
30.0,199.0,1594.0,94.99070038296871,3.460150883773054,487.43718592964825,1.8820577164366374,23367.0818340716,5515.480508734248,1051.548050873425,24418.629884945025,4.547473508864641e-13,default:least_squares
31.0,199.0,1605.0,94.61285868783754,3.486470781877346,486.93467336683415,1.9314641744548287,23364.165923301498,5595.785604913141,1059.578560491314,24423.744483792812,2.842170943040401e-14,default:least_squares
32.0,199.0,1616.0,94.24782196986895,3.510699355086434,486.4321608040201,1.9801980198019802,23361.27771404163,5673.290157819677,1067.3290157819679,24428.606729823598,5.684341886080802e-14,default:least_squares
33.0,199.0,1626.0,93.88771208113647,3.535132458303766,485.92964824120605,2.0295202952029516,23356.96754362789,5748.125377201924,1074.8125377201923,24431.78008134808,5.684341886080802e-14,default:least_squares
34.0,199.0,1635.0,93.53194376759154,3.559881612261739,485.42713567839195,2.079510703363914,23351.222602193866,5820.406436047943,1082.0406436047942,24433.26324579866,2.842170943040401e-14,default:least_squares
35.0,199.0,1644.0,93.18694016666097,3.5828846732613537,484.9246231155779,2.1289537712895377,23345.437255723034,5890.262402841666,1089.0262402841668,24434.4634960072,4.547473508864641e-13,default:least_squares
36.0,199.0,1653.0,92.8520618174849,3.604228746438842,484.4221105527638,2.1778584392014517,23339.57140775656,5957.790117863406,1095.7790117863406,24435.3504195429,2.842170943040401e-14,default:least_squares
37.0,199.0,1660.0,92.51304123762394,3.6283742686273355,483.91959798994975,2.228915662650602,23330.886363616402,6023.101285921377,1102.3101285921377,24433.19649220854,6.176037459226791e-11,default:root.hybr
38.0,199.0,1668.0,92.19003255029915,3.648858181014807,483.4170854271357,2.278177458033573,23323.48237884896,6086.2954459326975,1108.6295445932697,24432.11192344223,2.842170943040401e-14,default:least_squares
39.0,199.0,1675.0,91.86888464489978,3.670125276988424,482.9145728643216,2.328358208955224,23314.621899395104,6147.4598389556095,1114.745983895561,24429.367883290666,5.684341886080802e-14,default:least_squares
40.0,199.0,1681.0,91.54927858332994,3.692267865567356,482.41206030150755,2.3795359904818563,23304.33849189951,6206.702282018726,1120.6702282018728,24425.008720101385,5.684341886080802e-14,default:least_squares
41.0,199.0,1687.0,91.23758694540525,3.7131543231145967,481.90954773869345,2.4303497332542974,23293.96201092054,6264.091343094325,1126.4091343094324,24420.371145229972,4.547473508864641e-13,default:least_squares
42.0,199.0,1693.0,90.9334216680098,3.7328472792862093,481.4070351758794,2.4808033077377436,23283.490311382346,6319.710443831553,1131.9710443831555,24415.461355765503,2.842170943040401e-14,default:least_squares
43.0,199.0,1698.0,90.62981152409523,3.75362562322079,480.90452261306535,2.532391048292108,23271.62317070096,6373.656308228901,1137.3656308228901,24408.988801523854,2.2737367544323206e-13,default:least_squares
44.0,199.0,1703.0,90.33309877681847,3.773333118466876,480.40201005025125,2.583675866118614,23259.674327261055,6425.986300749089,1142.5986300749091,24402.272957335965,4.547473508864641e-13,default:least_squares
45.0,199.0,1707.0,90.03640920853572,3.7942443445488014,479.8994974874372,2.6362038664323375,23246.34301902893,6476.775096144804,1147.6775096144804,24394.02052864341,0.0,default:least_squares
46.0,199.0,1712.0,89.75261448624804,3.8119757499206863,479.3969849246231,2.6869158878504673,23234.26251824115,6526.102483864215,1152.6102483864215,24386.872766627574,2.842170943040401e-14,default:least_squares
47.0,199.0,1716.0,89.4683360297607,3.8310160384657617,478.89447236180905,2.738927738927739,23220.820039728904,6574.023522007247,1157.4023522007246,24378.222391929627,2.2737367544323206e-13,default:least_squares
48.0,199.0,1720.0,89.189879701771,3.8491845349922547,478.391959798995,2.7906976744186047,23207.32372082044,6620.597400186678,1162.059740018668,24369.383460839108,5.684341886080802e-14,default:least_squares
49.0,199.0,1723.0,88.9105560950703,3.86877481921575,477.8894472361809,2.8438769587928032,23192.509775076855,6665.899013508737,1166.5899013508738,24359.099676427726,2.842170943040401e-14,default:least_squares
50.0,199.0,1726.0,88.63663291076678,3.8875788872054193,477.38693467336685,2.896871378910776,23177.654992627486,6709.961159316554,1170.9961159316554,24348.65110855914,2.2737367544323206e-13,default:least_squares
51.0,199.0,1730.0,88.37432906293733,3.903390000861777,476.88442211055275,2.9479768786127165,23164.069714866317,6752.864701490874,1175.2864701490876,24339.356185015404,0.0,default:least_squares
52.0,199.0,1733.0,88.11058182480535,3.920739462553204,476.3819095477387,3.0005770340450084,23149.183122880495,6794.641488604702,1179.4641488604702,24328.647271740967,5.684341886080802e-14,default:least_squares
53.0,199.0,1735.0,87.84527458700282,3.9396852453649363,475.8793969849246,3.0547550432276656,23133.028153450912,6835.3539007081645,1183.5353900708164,24316.563543521726,5.684341886080802e-14,default:least_squares
54.0,199.0,1738.0,87.5909931313197,3.955719445211431,475.37688442211055,3.1070195627157653,23118.14398933234,6875.040395777467,1187.5040395777469,24305.648028910087,2.842170943040401e-14,default:least_squares
55.0,199.0,1740.0,87.33483733151371,3.973414053051839,474.8743718592965,3.1609195402298846,23101.99903605041,6913.7404523101995,1191.3740452310199,24293.373081281425,2.842170943040401e-14,default:least_squares
56.0,199.0,1743.0,87.08934272219604,3.988238646826284,474.3718592964824,3.21285140562249,23087.129166993403,6951.499961418213,1195.1499961418212,24282.279163135223,5.684341886080802e-14,default:least_squares
57.0,199.0,1745.0,86.84171099401455,4.0047969910688535,473.86934673366835,3.2664756446991405,23071.03416228253,6988.3707494151495,1198.8370749415149,24269.871237224044,2.842170943040401e-14,default:least_squares
58.0,199.0,1747.0,86.59812747745514,4.020822603580969,473.36683417085425,3.319977103606182,23054.96674762393,7024.377088455953,1202.4377088455954,24257.404456469525,4.547473508864641e-13,default:least_squares
59.0,199.0,1749.0,86.3584567630942,4.036337941206105,472.8643216080402,3.3733562035448825,23038.932449108277,7059.555059169477,1205.955505916948,24244.887955025224,4.547473508864641e-13,default:least_squares
60.0,199.0,1750.0,86.11632558817473,4.053688627365812,472.36180904522615,3.4285714285714284,23021.708380147924,7093.955097890171,1209.395509789017,24231.10388993694,8.697043085703626e-12,default:root.hybr
61.0,199.0,1752.0,85.88412698037956,4.068262420996073,471.85929648241205,3.481735159817352,23005.77745452214,7127.59576158512,1212.7595761585121,24218.53703068065,2.842170943040401e-14,default:least_squares
62.0,199.0,1753.0,85.64924327344725,4.084710278797568,471.356783919598,3.5367940673131772,22988.646818274927,7160.497118732137,1216.0497118732137,24204.69653014814,5.684341886080802e-14,default:least_squares
63.0,199.0,1755.0,85.42404954157243,4.098417903955422,470.8542713567839,3.5897435897435894,22972.8369380705,7192.723421441766,1219.2723421441765,24192.109280214678,4.547473508864641e-13,default:least_squares
64.0,199.0,1756.0,85.19598149792351,4.114047726814614,470.35175879396985,3.6446469248291575,22955.841345544595,7224.267808286462,1222.4267808286463,24178.26812637324,0.0,default:least_squares
65.0,188.0,1768.0,86.63266048982594,4.122228345364819,497.3404255319149,3.6764705882352944,22346.229915231776,7288.099714605,1228.8099714605,23575.039886692277,2.2737367544323206e-13,default:least_squares
66.0,188.0,1769.0,86.41099930136119,4.137148840326609,496.80851063829783,3.7309214245336344,22332.022537339897,7318.616298537771,1231.8616298537772,23563.884167193675,4.547473508864641e-13,default:least_squares
67.0,188.0,1770.0,86.19240445309747,4.151713742132147,496.27659574468083,3.785310734463277,22317.852028398833,7348.5333235739,1234.8533323573902,23552.705360756223,9.094947017729282e-13,default:least_squares
68.0,188.0,1771.0,85.97678928099991,4.165938466013597,495.7446808510638,3.8396386222473176,22303.725705807057,7377.87702331008,1237.787702331008,23541.513408138064,4.547473508864641e-13,default:least_squares
69.0,188.0,1772.0,85.76407005849514,4.1798368952211025,495.2127659574468,3.8939051918735896,22289.6490514957,7406.670978331794,1240.6670978331795,23530.31614932888,4.547473508864641e-13,default:least_squares
70.0,188.0,1773.0,85.55416592117813,4.193421562994327,494.6808510638298,3.9481105470953186,22275.625981251535,7434.936431188941,1243.4936431188942,23519.11962437043,3.126388037344441e-13,default:least_squares
75.0,187.0,1778.0,84.65478186336719,4.258792227579472,494.6524064171123,4.21822272215973,22145.363531022336,7572.132580636302,1257.2132580636303,23402.576789085964,2.2737367544323206e-13,default:least_squares
80.0,186.0,1782.0,83.8081610332922,4.320323331630593,494.6236559139785,4.489337822671156,22017.252511461495,7698.816176965717,1269.8816176965718,23287.134129158065,2.2737367544323206e-13,default:least_squares
85.0,186.0,1785.0,82.89916842806231,4.377212832415944,491.93548387096774,4.761904761904762,21951.237742895806,7813.324905862461,1281.332490586246,23232.570233482053,5.115907697472721e-13,default:least_squares
90.0,199.0,944.0,75.00260528738593,8.767147596079813,457.286432160804,9.533898305084746,21874.08704981921,8276.187330699344,1327.6187330699345,23201.705782889145,1.1368683772161603e-13,default:least_squares
95.0,199.0,949.0,74.3217236318957,8.900679609841827,454.77386934673365,10.010537407797681,21892.093457513147,8446.744949739894,1344.6744949739896,23236.767952487135,0.0,default:least_squares
100.0,199.0,953.0,73.66555769399866,9.033924217728183,452.2613065326633,10.493179433368311,21907.842782651198,8609.329779494958,1360.9329779494958,23268.775760600693,0.0,default:least_squares
105.0,199.0,957.0,73.03750570869887,9.158463053730422,449.74874371859295,10.971786833855798,21922.647864209088,8764.649142420014,1376.4649142420014,23299.11277845109,1.1368683772161603e-13,default:least_squares
110.0,199.0,961.0,72.43482316453284,9.27504931455776,447.2361809045226,11.446409989594173,21936.519961903046,8913.322391290008,1391.3322391290008,23327.852201032045,2.2737367544323206e-13,default:least_squares
115.0,199.0,964.0,71.8493373445753,9.394093914332766,444.72361809045225,11.929460580912862,21948.334011645595,9055.906533416786,1405.5906533416787,23353.924664987273,1.1368683772161603e-13,default:least_squares
120.0,199.0,967.0,71.28505972493943,9.506588561372759,442.2110552763819,12.409513960703206,21959.310910225657,9192.871138847458,1419.2871138847458,23378.598024110404,1.1368683772161603e-13,default:least_squares
125.0,199.0,970.0,70.7401707101549,9.613036140449601,439.69849246231155,12.886597938144329,21969.474521933327,9324.645056236113,1432.4645056236113,23401.93902755694,1.1368683772161603e-13,default:least_squares
130.0,199.0,972.0,70.20763338871944,9.72387364250299,437.1859296482412,13.374485596707817,21977.763706816782,9451.605180512906,1445.1605180512906,23422.924224868075,0.0,default:least_squares
135.0,199.0,975.0,69.69701875363916,9.819594499855533,434.67336683417085,13.846153846153847,21986.400905597424,9574.104637359145,1457.4104637359146,23443.811369333336,2.842170943040401e-14,default:least_squares
140.0,199.0,977.0,69.19629609000316,9.920605548373521,432.1608040201005,14.329580348004095,21993.251380595466,9692.43162076093,1469.243162076093,23462.494542671557,1.1368683772161603e-13,default:least_squares
145.0,199.0,979.0,68.70975966711336,10.017227869998756,429.64824120603015,14.811031664964247,21999.421650011463,9806.866084728781,1480.686608472878,23480.10825848434,0.0,default:least_squares
150.0,199.0,981.0,68.23638920444502,10.109745218728822,427.1356783919598,15.290519877675841,22004.935505300236,9917.660059572974,1491.7660059572975,23496.701511257532,0.0,default:least_squares
155.0,199.0,983.0,67.77526344488281,10.198412724692247,424.62311557788945,15.768056968463886,22009.81316306691,10025.039708372478,1502.5039708372478,23512.31713390416,1.1368683772161603e-13,default:least_squares
160.0,199.0,985.0,67.32554751550767,10.28346048745918,422.1105527638191,16.243654822335024,22014.071677718588,10129.208580147293,1512.9208580147292,23526.99253573332,0.0,default:least_squares
165.0,199.0,987.0,66.88648222963776,10.365096612467257,419.59798994974875,16.717325227963524,22017.72528455258,10230.350356505183,1523.0350356505182,23540.7603202031,1.1368683772161603e-13,default:least_squares
170.0,199.0,989.0,66.45737498190265,10.44350979004209,417.0854271356784,17.189079878665318,22020.78568551509,10328.631182351626,1532.8631182351626,23553.648803750253,1.1368683772161603e-13,default:least_squares
175.0,199.0,990.0,66.03310111757385,10.529524523062639,414.57286432160805,17.676767676767675,22022.393472446005,10424.229277832012,1542.4229277832012,23564.816400229207,1.1368683772161603e-13,default:least_squares
180.0,199.0,992.0,65.62217848600076,10.602078274792182,412.0603015075377,18.14516129032258,22024.349002448613,10517.261648593845,1551.7261648593847,23576.075167307998,2.2737367544323206e-13,default:least_squares
185.0,199.0,993.0,65.21515346326824,10.68266791873841,409.54773869346735,18.63041289023162,22024.915858166896,10607.889243307241,1560.7889243307243,23585.704782497618,2.842170943040401e-14,default:least_squares
190.0,199.0,994.0,64.81602882348473,10.760776829631984,407.035175879397,19.114688128772638,22024.980687662235,10696.212168654192,1569.6212168654192,23594.601904527655,0.0,default:least_squares
195.0,199.0,996.0,64.42854367429531,10.825652766289936,404.52261306532665,19.57831325301205,22025.395330887066,10782.350155224776,1578.2350155224776,23603.630346409544,0.0,default:least_squares
200.0,199.0,997.0,64.04383818093547,10.89911995329537,402.0100502512563,20.060180541624874,22024.504132098096,10866.422593435484,1586.6422593435484,23611.14639144164,0.0,default:least_squares
205.0,199.0,998.0,63.665776970917925,10.970454532092946,399.49748743718595,20.541082164328657,22023.15187793855,10948.51362302876,1594.8513623028762,23618.00324024143,0.0,default:least_squares
210.0,199.0,999.0,63.29400013716307,11.039755974866626,396.9849246231156,21.02102102102102,22021.350624298037,11028.71621889176,1602.871621889176,23624.222246187208,2.842170943040401e-14,default:least_squares
215.0,199.0,1000.0,62.928172425249514,11.107116634282116,394.47236180904525,21.5,22019.11128347856,11107.116634282116,1610.7116634282118,23629.82294690677,1.1368683772161603e-13,default:least_squares
220.0,199.0,1001.0,62.567980945872804,11.172622394761195,391.9597989949749,21.978021978021978,22016.44372366905,11183.795017155957,1618.3795017155958,23634.823225384644,1.1368683772161603e-13,default:least_squares
225.0,199.0,1002.0,62.21313314370317,11.236353250382944,389.4472361809045,22.455089820359284,22013.35685679227,11258.82595688371,1625.8825956883709,23639.23945248064,1.1368683772161603e-13,default:least_squares
230.0,199.0,1003.0,61.8633549887927,11.2983838190815,386.93467336683415,22.93120638085743,22009.858716254617,11332.278970538746,1633.2278970538746,23643.086613308493,1.1368683772161603e-13,default:least_squares
235.0,199.0,1004.0,61.518389361777835,11.358783801352915,384.4221105527638,23.40637450199203,22005.956525896283,11404.218936558327,1640.4218936558327,23646.378419552115,0.0,default:least_squares
240.0,199.0,1005.0,61.17799460835974,11.417618390472148,381.90954773869345,23.88059701492537,22001.656761245646,11474.706482424508,1647.4706482424508,23649.127409488094,0.0,default:least_squares
245.0,199.0,1006.0,60.841943242083424,11.474948640209531,379.3969849246231,24.353876739562622,21996.96520402031,11543.798332050788,1654.379833205079,23651.34503722539,0.0,default:least_squares
250.0,199.0,1007.0,60.51002077740219,11.530831795187947,376.88442211055275,24.826216484607745,21991.886990681873,11611.547617754262,1661.1547617754263,23653.0417524573,0.0,default:least_squares
255.0,199.0,1007.0,60.17865531843514,11.596840567925547,374.3718592964824,25.322740814299898,21985.769015079517,11678.018451901025,1667.8018451901025,23653.570860269618,1.1368683772161603e-13,default:least_squares
260.0,199.0,1008.0,59.85446987296537,11.65004855434118,371.85929648241205,25.793650793650794,21979.963553218426,11743.248942775908,1674.3248942775908,23654.288447496016,0.0,default:least_squares
265.0,198.0,1010.0,59.79737296669857,11.698660538320986,371.2121212121212,26.237623762376238,21973.962276740094,11815.647143704196,1681.5647143704198,23655.526991110513,1.1368683772161603e-13,default:least_squares
270.0,199.0,1010.0,59.216591202329035,11.752627166224368,366.83417085427135,26.732673267326735,21967.239743361428,11870.15343788661,1687.015343788661,23654.255087150086,2.842170943040401e-14,default:least_squares
275.0,198.0,1011.0,59.162947098606686,11.810492273029277,366.16161616161617,27.200791295746786,21960.630444753464,11940.4076880326,1694.0407688032599,23654.67121355672,1.1368683772161603e-13,default:least_squares
280.0,198.0,1012.0,58.85205103030449,11.858850967531762,363.6363636363636,27.667984189723317,21953.747565228216,12001.157179142143,1700.1157179142144,23653.863283142433,8.526512829121202e-14,default:least_squares
285.0,198.0,1012.0,58.54102593149975,11.917849564959452,361.11111111111114,28.162055335968375,21945.90051820202,12060.863759738966,1706.0863759738966,23651.98689417592,1.1368683772161603e-13,default:least_squares
290.0,198.0,1013.0,58.235905258531474,11.964053806529808,358.5858585858586,28.627838104639682,21938.33709660246,12119.586506014695,1711.9586506014696,23650.295747203927,1.1368683772161603e-13,default:least_squares
295.0,198.0,1014.0,57.933427936275464,12.00920029447302,356.06060606060606,29.092702169625245,21930.414920118623,12177.329098595643,1717.7329098595644,23648.147829978185,2.842170943040401e-14,default:least_squares
300.0,198.0,1014.0,57.63058287767758,12.065224027153825,353.5353535353535,29.585798816568047,21921.57885696074,12234.137163533978,1723.4137163533978,23644.99257331414,5.684341886080802e-14,default:least_squares
305.0,198.0,1015.0,57.3330960815413,12.108418492593499,351.01010101010104,30.04926108374384,21912.993317129338,12290.044769982402,1729.0044769982403,23641.99779412758,1.1368683772161603e-13,default:least_squares
310.0,198.0,1015.0,57.035086289053694,12.162620232784889,348.4848484848485,30.541871921182263,21903.500667881628,12345.059536276662,1734.5059536276663,23638.006621509296,2.2737367544323206e-13,default:least_squares
315.0,198.0,1016.0,56.7421222626991,12.203981666625024,345.95959595959596,31.003937007874015,21894.261043976345,12399.245373291025,1739.9245373291026,23634.185581305446,5.684341886080802e-14,default:least_squares
320.0,198.0,1017.0,56.45121285082699,12.244431692004106,343.4343434343434,31.46509341199607,21884.668472155103,12452.587030768176,1745.2587030768177,23629.92717523192,0.0,default:least_squares
325.0,198.0,1017.0,56.159629067927945,12.296112316608886,340.90909090909093,31.956735496558505,21874.238158841847,12505.146225991237,1750.5146225991239,23624.75278144097,1.1368683772161603e-13,default:least_squares
330.0,198.0,1018.0,55.87260825298343,12.334886245010344,338.3838383838384,32.416502946954814,21863.999211769198,12556.91419742053,1755.691419742053,23619.69063151125,5.684341886080802e-14,default:least_squares
335.0,198.0,1018.0,55.58480627673408,12.385012505166465,335.85858585858585,32.90766208251473,21852.940100026863,12607.942730259461,1760.7942730259463,23613.73437305281,5.684341886080802e-14,default:least_squares
340.0,198.0,1019.0,55.30129052913251,12.422203587188903,333.3333333333333,33.36604514229637,21842.05843457918,12658.225455345493,1765.8225455345494,23607.880980113732,5.684341886080802e-14,default:least_squares
345.0,198.0,1019.0,55.016902213617946,12.470866253769913,330.80808080808083,33.856722276741905,21830.378079628743,12707.812712591542,1770.7812712591542,23601.159350887894,5.684341886080802e-14,default:least_squares
350.0,198.0,1020.0,54.73653438059064,12.506559477873749,328.2828282828283,34.31372549019608,21818.85540804505,12756.690667431223,1775.6690667431224,23594.52447478817,2.842170943040401e-14,default:least_squares
355.0,198.0,1020.0,54.455216282443814,12.553841596014925,325.75757575757575,34.803921568627445,21806.559409065576,12804.918427935223,1780.4918427935224,23587.0512518591,2.842170943040401e-14,default:least_squares
360.0,198.0,1020.0,54.17531135414207,12.600462403965102,323.2323232323232,35.29411764705882,21793.936134960095,12852.471652044404,1785.2471652044405,23579.183300164535,2.842170943040401e-14,default:least_squares
365.0,198.0,1021.0,53.89909247962636,12.634092345054585,320.7070707070707,35.74926542605289,21781.487766836675,12899.40828430073,1789.9408284300732,23571.42859526675,2.842170943040401e-14,default:least_squares
370.0,198.0,1021.0,53.62178218082282,12.679444519694423,318.1818181818182,36.238981390793334,21768.25444095012,12945.712854608006,1794.5712854608007,23562.825726410923,1.1368683772161603e-13,default:least_squares
375.0,198.0,1022.0,53.34791372192358,12.71175962153019,315.65656565656565,36.692759295499016,21755.16341682434,12991.418333203854,1799.1418333203856,23554.305250144724,1.1368683772161603e-13,default:least_squares
380.0,198.0,1022.0,53.07290350196927,12.755910378285154,313.1313131313131,37.18199608610567,21741.321259336604,13036.540406607428,1803.6540406607428,23544.975299997343,5.684341886080802e-14,default:least_squares
385.0,198.0,1023.0,52.80109685429597,12.786973179791776,310.6060606060606,37.634408602150536,21727.58338378489,13081.073562926988,1808.1073562926988,23535.69074007759,2.842170943040401e-14,default:least_squares
390.0,198.0,1023.0,52.528107472383546,12.829984530005401,308.0808080808081,38.12316715542522,21713.132036307914,13125.074174195524,1812.5074174195524,23525.63945372747,3.410605131648481e-13,default:least_squares
395.0,198.0,1023.0,52.25602801863024,12.87244794996127,305.55555555555554,38.6119257086999,21698.35637521813,13168.514252810379,1816.851425281038,23515.207800499164,0.0,default:least_squares
400.0,198.0,1024.0,51.986853726126604,12.90178183806356,303.03030303030306,39.0625,21683.679179732444,13211.424602177085,1821.1424602177085,23504.821639950154,1.1368683772161603e-13,default:least_squares
405.0,198.0,1024.0,51.716400581664566,12.943190238637627,300.5050505050505,39.55078125,21668.291439098022,13253.82680436493,1825.382680436493,23493.674119534513,2.842170943040401e-14,default:least_squares
410.0,198.0,1024.0,51.44666647227125,12.984090547809487,297.979797979798,40.0390625,21652.57781037093,13295.708720956914,1829.5708720956916,23482.14868246662,1.1368683772161603e-13,default:least_squares
415.0,198.0,1025.0,51.179549421361905,13.011812960308127,295.45454545454544,40.48780487804878,21636.948241313905,13337.108284315831,1833.7108284315832,23470.65906974549,0.0,default:least_squares
420.0,198.0,1025.0,50.91107103755656,13.051733597574387,292.92929292929296,40.97560975609756,21620.616309198573,13378.026937513747,1837.8026937513748,23458.419002949944,2.2737367544323206e-13,default:least_squares
425.0,198.0,1025.0,50.6431314242708,13.091181790140377,290.4040404040404,41.46341463414634,21603.955223410114,13418.461334893886,1841.8461334893886,23445.8013568995,2.2737367544323206e-13,default:least_squares
430.0,198.0,1026.0,50.37752834535369,13.117397494829364,287.8787878787879,41.91033138401559,21587.355459105464,13458.449829694928,1845.8449829694928,23433.200442074958,2.842170943040401e-14,default:least_squares
435.0,198.0,1026.0,50.11049263911821,13.15593356984235,285.35353535353534,42.397660818713454,21570.066600937833,13497.98784265825,1849.7987842658251,23419.86538520366,2.842170943040401e-14,default:least_squares
440.0,198.0,1026.0,49.84382364356737,13.194029222904543,282.82828282828285,42.88499025341131,21552.443665856394,13537.073982700062,1853.7073982700063,23406.151064126403,2.842170943040401e-14,default:least_squares
445.0,198.0,1027.0,49.579215825618455,13.218832020538382,280.3030303030303,43.33008763388511,21534.85117005608,13575.74048509292,1857.574048509292,23392.425218565375,5.684341886080802e-14,default:least_squares
