C_V,best_n_V,best_n_M,best_p_M,best_p_V,best_r_M,best_r_V,best_R_MV,best_R_V_subscriber,best_R_V_retained,best_R_industry_net,best_residual
300.0,1801.0,199.0,59.51018987292578,5.5802205280642525,351.75879396984925,16.65741254858412,20387.507238651575,10049.977171043718,1504.997717104372,21892.504955755947,0.0
305.0,1801.0,199.0,59.17125230342979,5.596749830015463,349.2462311557789,16.93503609106052,20346.85100785459,10079.746443857848,1507.9746443857848,21854.825652240375,4.547473508864641e-13
310.0,1801.0,199.0,58.835301291622514,5.613010350887243,346.73366834170855,17.212659633536923,20306.35343478601,10109.031641947924,1510.9031641947925,21817.256598980806,2.2737367544323206e-13
315.0,1801.0,199.0,58.50220512283588,5.629010692233685,344.2211055276382,17.490283176013325,20266.002250485923,10137.848256712867,1513.7848256712869,21779.787076157205,6.821210263296962e-13
320.0,1801.0,199.0,58.17183752390109,5.644759049201824,341.70854271356785,17.767906718489726,20225.785610107552,10166.211047612484,1516.6211047612483,21742.4067148688,2.2737367544323206e-13
325.0,1801.0,199.0,57.84407730293317,5.660263235737789,339.1959798994975,18.045530260966128,20185.692062091082,10194.134087563758,1519.4134087563757,21705.10547084746,0.0
330.0,1801.0,199.0,57.51880801578935,5.675530707868576,336.68341708542715,18.32315380344253,20145.710519526256,10221.630804871305,1522.1630804871306,21667.873600013387,0.0
335.0,1801.0,199.0,57.19591765674848,5.690568585233118,334.1708542713568,18.60077734591893,20105.83023349731,10248.714022004846,1524.8714022004847,21630.70163569779,2.2737367544323206e-13
340.0,1801.0,199.0,56.87529837122574,5.705383671018258,331.65829145728645,18.878400888395333,20066.040768227416,10275.395991503883,1527.5395991503883,21593.580367377806,0.0
345.0,1801.0,199.0,56.556846188551276,5.719982470439411,329.1457286432161,19.156024430871735,20026.331977856946,10301.68842926138,1530.168842926138,21556.500820783083,0.0
350.0,1801.0,199.0,56.24046077303824,5.73437120789151,326.63316582914575,19.433647973348137,19986.693984705955,10327.602545412608,1532.7602545412608,21519.454239247218,4.547473508864641e-13
355.0,1801.0,199.0,55.92604519174227,5.748555842883467,324.1206030150754,19.71127151582454,19947.117158886525,10353.149073033124,1535.3149073033126,21482.43206618984,2.2737367544323206e-13
360.0,1802.0,198.0,55.87325392039233,5.7619869918658795,323.2323232323232,19.97780244173141,19907.694779645764,10383.100559342314,1538.3100559342315,21446.004835579995,0.0
365.0,1802.0,198.0,55.562499748624376,5.775780313998215,320.7070707070707,20.25527192008879,19868.535463469932,10407.956125824783,1540.7956125824783,21409.33107605241,9.094947017729282e-13
370.0,1802.0,198.0,55.25344292723666,5.7893859660539935,318.1818181818182,20.53274139844617,19829.407859339226,10432.473510829297,1543.2473510829298,21372.655210422156,2.2737367544323206e-13
375.0,1802.0,198.0,54.945998097849284,5.802808986386134,315.65656565656565,20.810210876803552,19790.30323749519,10456.661793467814,1545.6661793467815,21335.969416841974,2.0463630789890885e-12
380.0,1802.0,198.0,54.64008234788986,5.816054213136155,313.1313131313131,21.087680355160934,19751.21302774641,10480.529692071352,1548.0529692071352,21299.265996953545,6.821210263296962e-13
385.0,1802.0,198.0,54.33561505245743,5.829126294703508,310.6060606060606,21.365149833518313,19712.128805136723,10504.085583055721,1550.4085583055721,21262.537363442294,9.094947017729282e-13
390.0,1802.0,198.0,54.03251772516748,5.842029699539417,308.0808080808081,21.642619311875695,19673.04227629619,10527.33751857003,1552.733751857003,21225.77602815319,4.547473508864641e-13
395.0,1802.0,198.0,53.73071387723583,5.854768725316846,305.55555555555554,21.920088790233073,19633.945266411556,10550.293243020957,1555.0293243020958,21188.974590713653,1.1368683772161603e-12
400.0,1802.0,198.0,53.43012888411947,5.867347507523705,303.03030303030306,22.197558268590456,19594.829706757602,10572.960208557717,1557.2960208557718,21152.125727613373,2.0463630789890885e-12
405.0,1802.0,198.0,53.130689859081755,5.879770027522263,300.5050505050505,22.475027746947838,19555.687622733796,10595.34558959512,1559.534558959512,21115.22218169331,6.821210263296962e-13
410.0,1802.0,198.0,52.83232553310802,5.8920401201140775,297.979797979798,22.752497225305216,19516.511122356398,10617.456296445567,1561.7456296445569,21078.256752000954,1.8189894035458565e-12
415.0,1802.0,198.0,52.53496614063691,5.904161480646422,295.45454545454544,23.0299667036626,19477.29238515848,10639.298988124854,1563.9298988124854,21041.222283970965,6.821210263296962e-13
420.0,1802.0,198.0,52.23854331061206,5.9161376716931375,292.92929292929296,23.307436182019977,19438.02365145312,10660.880084391034,1566.0880084391035,21004.111659892224,9.094947017729282e-13
425.0,1802.0,198.0,51.9429899624071,5.927972129340141,290.4040404040404,23.58490566037736,19398.697211920444,10682.205777070934,1568.2205777070935,20966.91778962754,4.547473508864641e-13
430.0,1802.0,198.0,51.648240206191076,5.9396681691033315,287.8787878787879,23.86237513873474,19359.305397477616,10703.282040724203,1570.3282040724205,20929.633601550035,6.821210263296962e-13
435.0,1802.0,198.0,51.354229247343675,5.951228991504408,285.35353535353534,24.13984461709212,19319.840569395896,10724.114642690944,1572.4114642690945,20892.25203366499,9.094947017729282e-13
440.0,1802.0,198.0,51.06089329455443,5.962657687328031,282.82828282828285,24.417314095449502,19280.29510963038,10744.709152565112,1574.4709152565113,20854.766024886892,4.547473508864641e-13
445.0,1802.0,198.0,50.76816947125762,5.973957242581964,280.3030303030303,24.69478357380688,19240.661411328438,10765.070951132699,1576.50709511327,20817.168506441707,2.0463630789890885e-12
450.0,1802.0,198.0,50.4759957300851,5.985130543180089,277.77777777777777,24.972253052164262,19200.931869486318,10785.20523881052,1578.520523881052,20779.45239336737,2.0463630789890885e-12
455.0,1802.0,198.0,50.18431077002417,5.996180379366674,275.25252525252523,25.249722530521645,19161.098871721657,10805.117043618746,1580.5117043618745,20741.61057608353,4.547473508864641e-13
460.0,1802.0,198.0,49.89305395599963,6.007109449898865,272.72727272727275,25.527192008879023,19121.154789133907,10824.811228717754,1582.4811228717754,20703.63591200568,4.547473508864641e-13
465.0,1802.0,198.0,49.602165240605785,6.0179203660030804,270.2020202020202,25.804661487236405,19081.091967223743,10844.29249953755,1584.429249953755,20665.5212171775,6.821210263296962e-13
470.0,1802.0,198.0,49.31158508772393,6.028615655119828,267.67676767676767,26.082130965593784,19040.902716842676,10863.565410525931,1586.3565410525932,20627.259257895268,9.094947017729282e-13
475.0,1802.0,198.0,49.02125439777816,6.039197764450366,265.1515151515151,26.359600443951166,19000.57930514568,10882.63437153956,1588.263437153956,20588.842742299636,2.2737367544323206e-13
480.0,1802.0,198.0,48.731114434394044,6.04966906431766,262.62626262626264,26.637069922308548,18960.113946520403,10901.503653900423,1590.1503653900425,20550.264311910443,2.2737367544323206e-12
485.0,1802.0,198.0,48.44110675221991,6.060031851353207,260.1010101010101,26.914539400665927,18919.498793464172,10920.177396138479,1592.0177396138479,20511.516533078022,9.094947017729282e-13
490.0,1802.0,198.0,48.151173125698946,6.0702883515203965,257.57575757575756,27.19200887902331,18878.72592738417,10938.659609439754,1593.8659609439753,20472.591888328145,2.2737367544323206e-13
495.0,1802.0,198.0,47.861255478557574,6.080440722984415,255.05050505050505,27.469478357380687,18837.787349290524,10956.954182817915,1595.6954182817915,20433.482767572314,6.821210263296962e-13
500.0,1802.0,198.0,47.571295813810806,6.090491058837916,252.52525252525254,27.74694783573807,18796.674970357875,10975.064888025925,1597.5064888025925,20394.181459160463,9.094947017729282e-13
505.0,1802.0,198.0,47.28123614406421,6.100441389691084,250.0,28.02441731409545,18755.380602325713,10992.995384223334,1599.2995384223334,20354.680140748045,9.094947017729282e-13
510.0,1802.0,198.0,46.991018421901565,6.110293686134096,247.4747474747475,28.30188679245283,18713.895947708785,11010.74922241364,1601.074922241364,20314.97086995015,4.547473508864641e-13
515.0,1802.0,198.0,46.70058447015846,6.12004986107946,244.94949494949495,28.579356270810212,18672.212589790044,11028.329849665188,1602.8329849665188,20275.045574756565,1.8189894035458565e-12
520.0,1802.0,198.0,46.409875911861405,6.129711771991197,242.42424242424244,28.85682574916759,18630.321982363883,11045.740613128137,1604.5740613128137,20234.896043676694,1.5916157281026244e-12
525.0,1802.0,198.0,46.118834099625694,6.139281223007348,239.8989898989899,29.134295227524973,18588.215439199204,11062.984763859242,1606.2984763859242,20194.51391558513,4.547473508864641e-13
530.0,1802.0,198.0,45.82740004430397,6.148759966961892,237.37373737373738,29.411764705882355,18545.884123190983,11080.06546046533,1608.006546046533,20153.890669237517,0.0
535.0,1802.0,198.0,45.53551434265523,6.158149707311731,234.84848484848484,29.689234184239734,18503.319035163902,11096.98577257574,1609.698577257574,20113.017612421478,1.8189894035458565e-12
540.0,1802.0,198.0,45.24311710381967,6.167452099974044,232.32323232323233,29.966703662597116,18460.5110022942,11113.748684153228,1611.374868415323,20071.88587070952,2.2737367544323206e-12
545.0,1802.0,198.0,44.95014787436746,6.176668755078968,229.7979797979798,30.244173140954494,18417.45066611183,11130.3570966523,1613.0357096652301,20030.486375777058,9.094947017729282e-13
550.0,1802.0,198.0,44.65654556168319,6.185801238642241,227.27272727272728,30.521642619311876,18374.12847004326,11146.813832033318,1614.681383203332,19988.80985324659,1.3642420526593924e-12
555.0,1802.0,198.0,44.36224835543223,6.194851074162159,224.74747474747474,30.79911209766926,18330.53464645177,11163.121635640211,1616.3121635640211,19946.84681001579,4.547473508864641e-13
560.0,1802.0,198.0,44.067193646864396,6.203819744144919,222.22222222222223,31.076581576026637,18286.659203133382,11179.283178949145,1617.9283178949145,19904.587521028297,1.8189894035458565e-12
565.0,1802.0,198.0,43.77131794566891,6.212708691562165,219.6969696969697,31.35405105438402,18242.491909217963,11195.301062195022,1619.5301062195022,19862.022015437466,4.547473508864641e-13
570.0,1802.0,198.0,43.47455679410261,6.22151932124432,217.17171717171718,31.631520532741398,18198.022280426354,11211.177816882264,1621.1177816882264,19819.14006211458,4.547473508864641e-13
575.0,1802.0,198.0,43.17684467809224,6.230253001213074,214.64646464646464,31.90899001109878,18153.239563629628,11226.91590818596,1622.691590818596,19775.931154448223,9.094947017729282e-13
580.0,1803.0,197.0,43.072322190177644,6.238356278921155,213.19796954314722,32.16860787576262,18108.228205270352,11247.756370894842,1624.7756370894842,19733.003842359838,4.547473508864641e-13
585.0,1803.0,197.0,42.772506912797326,6.246940022612547,210.65989847715736,32.4459234608985,18063.093436514453,11263.232860770422,1626.3232860770422,19689.416722591493,6.821210263296962e-13
590.0,1803.0,197.0,42.47153684946126,6.255450712280455,208.12182741116752,32.72323904603439,18017.612630161362,11278.57763424166,1627.857763424166,19645.47039358553,2.5011104298755527e-12
595.0,1803.0,197.0,42.16934129954231,6.263889580926319,205.58375634517768,33.00055463117027,17971.773858978973,11293.792914410154,1629.3792914410155,19601.15315041999,1.5916157281026244e-12
600.0,1803.0,197.0,41.86584800417626,6.272257830596836,203.0456852791878,33.277870216306155,17925.56483853221,11308.880868566095,1630.8880868566096,19556.452925388818,3.410605131648481e-12
605.0,1803.0,197.0,41.56098303166766,6.280556633411531,200.50761421319797,33.555185801442036,17878.97290627542,11323.84361004099,1632.3843610040992,19511.35726727952,2.9558577807620168e-12
610.0,1803.0,197.0,41.25467065709509,6.288787132548046,197.96954314720813,33.832501386577924,17831.984999433447,11338.683199984127,1633.8683199984127,19465.85331943186,2.0463630789890885e-12
615.0,1803.0,197.0,40.94683323560844,6.296950443187208,195.4314720812183,34.109816971713805,17784.587631574745,11353.401649066536,1635.3401649066536,19419.9277964814,2.2737367544323206e-13
620.0,1803.0,197.0,40.637391068841126,6.305047653419827,192.89340101522842,34.38713255684969,17736.766867766055,11368.000919115948,1636.8000919115948,19373.56695967765,3.410605131648481e-12
625.0,1803.0,197.0,40.32626226382918,6.313079825117091,190.35532994923858,34.66444814198558,17688.508298191853,11382.482924686115,1638.2482924686117,19326.756590660465,2.7284841053187847e-12
630.0,1803.0,197.0,40.01336258375909,6.321047994766268,187.81725888324874,34.94176372712146,17639.797010107763,11396.84953456358,1639.684953456358,19279.48196356412,2.5011104298755527e-12
635.0,1803.0,197.0,39.69860528982272,6.328953174273382,185.27918781725887,35.21907931225735,17590.617557988495,11411.102573214906,1641.1102573214907,19231.727815309983,1.3642420526593924e-12
640.0,1803.0,197.0,39.381900973383125,6.3367963517344075,182.74111675126903,35.49639489739323,17540.9539317159,11425.243822177137,1642.5243822177138,19183.478313933614,6.821210263296962e-13
645.0,1803.0,197.0,39.06315737757326,6.3445784921764625,180.2030456852792,35.77371048252912,17490.789522636678,11439.275021394162,1643.9275021394162,19134.717024776095,6.821210263296962e-13
650.0,1803.0,197.0,38.7422792073795,6.352300538270373,177.66497461928935,36.051026067665,17440.107087305096,11453.197870501483,1645.3197870501483,19085.426874355246,2.7284841053187847e-12
655.0,1803.0,197.0,38.41916792715993,6.359963411015942,175.12690355329948,36.32834165280089,17388.888708706076,11467.014030061742,1646.7014030061744,19035.59011171225,1.8189894035458565e-12
660.0,1803.0,197.0,38.09372154444945,6.367568010401161,172.58883248730965,36.60565723793677,17337.115754734506,11480.725122753294,1648.0725122753295,18985.188267009835,4.547473508864641e-13
665.0,1803.0,197.0,37.76583437877701,6.375115216036544,170.0507614213198,36.882972823072656,17284.76883368157,11494.33273451389,1649.433273451389,18934.20210713296,6.821210263296962e-13
670.0,1804.0,196.0,37.60176138079751,6.38205141034645,168.3673469387755,37.13968957871397,17231.843900474807,11513.220744264996,1651.3220744264997,18883.16597490131,2.2737367544323206e-12
675.0,1804.0,196.0,37.26865960001069,6.389486388833968,165.81632653061226,37.41685144124169,17178.627382512925,11526.633445456479,1652.663344545648,18831.290727058575,1.1368683772161603e-12
680.0,1804.0,196.0,36.93277529980455,6.39686649613159,163.26530612244898,37.6940133037694,17124.77640188094,11539.947159021389,1653.994715902139,18778.77111778308,1.8189894035458565e-12
685.0,1804.0,196.0,36.593985383993385,6.404192536223664,160.71428571428572,37.97117516629712,17070.268137075444,11553.16333534749,1655.316333534749,18725.584470610193,9.094947017729282e-13
690.0,1804.0,196.0,36.25216163318923,6.411465295552743,158.16326530612244,38.248337028824835,17015.07873396452,11566.283393177147,1656.6283393177148,18671.707073282236,4.774847184307873e-12
695.0,1804.0,196.0,35.907170348484115,6.41868554352623,155.6122448979592,38.525498891352555,16959.183236772074,11579.30872052132,1657.930872052132,18617.114108824208,9.094947017729282e-13
700.0,1804.0,196.0,35.55887196651541,6.425854033004843,153.06122448979593,38.80266075388027,16902.555513423686,11592.240675540736,1659.2240675540736,18561.779580977756,1.3642420526593924e-12
705.0,1804.0,196.0,35.207120643005574,6.432971500773707,150.51020408163265,39.07982261640798,16845.168174685285,11605.080587395767,1660.5080587395767,18505.67623342486,9.094947017729282e-13
710.0,1804.0,196.0,34.85176380149247,6.4400386679968,147.9591836734694,39.3569844789357,16786.992486452127,11617.829757066227,1661.7829757066227,18448.775462158752,3.183231456205249e-12
715.0,1804.0,196.0,34.49264164359356,6.447056240655446,145.40816326530611,39.63414634146341,16727.99827447252,11630.489458142423,1663.0489458142424,18391.04722028676,6.821210263296962e-13
720.0,1805.0,195.0,34.280387465912995,6.453470739827127,143.5897435897436,39.88919667590027,16668.338772702202,11648.514685387963,1664.8514685387963,18333.190241240998,3.183231456205249e-12
725.0,1805.0,195.0,33.91322368354865,6.4603911826717,141.02564102564102,40.16620498614958,16607.984094542167,11661.00608472242,1666.100608472242,18274.084703014407,5.4569682106375694e-12
730.0,1805.0,195.0,33.54176629349715,6.467264061959463,138.46153846153845,40.44321329639889,16546.714895885092,11673.41163183683,1667.3411631836832,18214.056059068775,3.637978807091713e-12
735.0,1805.0,195.0,33.16582078732955,6.474090027029863,135.8974358974359,40.720221606648195,16484.494302439274,11685.732498788902,1668.5732498788902,18153.067552318164,1.1368683772161603e-12
740.0,1805.0,195.0,32.78518224497384,6.480869714015242,133.33333333333334,40.9972299168975,16421.283388187658,11697.969833797511,1669.7969833797513,18091.080371567412,1.1368683772161603e-12
745.0,1805.0,195.0,32.39963450657824,6.487603746196585,130.76923076923077,41.27423822714681,16357.04101447911,11710.124761884837,1671.0124761884838,18028.053490667593,2.9558577807620168e-12
750.0,1806.0,194.0,32.14980625048413,6.493738871137433,128.8659793814433,41.52823920265781,16291.985573740705,11727.692401274204,1672.7692401274205,17964.754813868127,7.275957614183426e-12
755.0,1806.0,194.0,31.753742042659905,6.500383413856101,126.28865979381443,41.80509413067553,16225.949157157727,11739.692445424118,1673.9692445424118,17899.91840170014,5.6843418860808015e-12
760.0,1806.0,194.0,31.352043158179743,6.506984097887454,123.71134020618557,42.08194905869325,16158.748325393139,11751.61328078474,1675.161328078474,17833.90965347161,1.8189894035458565e-12
765.0,1806.0,194.0,30.94443841256611,6.513541498433613,121.1340206185567,42.35880398671097,16090.33140359182,11763.455946171105,1676.3455946171105,17766.67699820893,3.410605131648481e-12
770.0,1807.0,193.0,30.664616735532224,6.519502622839508,119.17098445595855,42.61206419479801,16020.93814548161,11780.741239470992,1678.0741239470992,17699.012269428713,7.73070496506989e-12
775.0,1807.0,193.0,30.24431793167226,6.525975137345126,116.58031088082902,42.888765910348646,15950.346726677126,11792.437073182644,1679.2437073182643,17629.590433995392,9.094947017729282e-13
